"Hagen, Nina","Singer","Unknown"
"Halloween 4","Unknown","Unknown"
"Hallucination Generation","Unknown","Unknown"
"Haunted, The","Unknown","Unknown"
"Innocent Blood","Unknown","Unknown"
"Keep, The","Unknown","Unknown"
"Kinder, Kader, Kommandeure","Unknown","Unknown"
"Life of King Henry the Fifth","Play","Unknown"
"Mulholland Dr.","Unknown","Unknown"
"Murder By Death","Unknown","Unknown"
"Nader, Ralph","Presidential Candidate","Unknown"
"Name That Tune","TV Show","Unknown"
"Robotech","TV Series","Unknown"
"Romeo Is Bleeding","Unknown","Unknown"
"Serial Killers","Documentary","Unknown"
"Sjunde Inseglet, Det","Unknown","Unknown"
"Sleepers","Unknown","Unknown"
"Veronica","TV Channel","Unknown"
"West Side Story","Unknown","Unknown"
"Young Ones, The","TV Series","Unknown"
"3x3 Eyes","Unknown","Unknown"
"Battlefield Earth","Unknown","Unknown"
"Becker, Boris","Tennis Player","Unknown"
"Boot, Das","Unknown","Unknown"
"Brainscan","Unknown","Unknown"
"Cadillac","Commercial","Unknown"
"Chitty Chitty Bang Bang","Unknown","Unknown"
"Dark Secrets: Inside Bohemian Grove","Unknown","Unknown"
"Day, Doris","Singer","Unknown"
"Deep Throat","Unknown","Unknown"
"Dumbo","Unknown","Unknown"
"Emergency Broadcast System","EBS","Unknown"
"Fearless","Unknown","Unknown"
"Flashback","Unknown","Unknown"
"Godzilla vs. the Sea Monster","Unknown","Unknown"
"Golden Child, The","Unknown","Unknown"
"Hicks, Bill","Comedian","Unknown"
"Horizon: Psychedelic Science","Documentary","Unknown"
"It Conquered the World","Unknown","Unknown"
"Loosing It","Unknown","Unknown"
"Magnolia","Unknown","Unknown"
"Manhunter","Unknown","Unknown"
"Message to Love","Documentary","Unknown"
"Miami Vice","TV Series","Unknown"
"Misery","Unknown","Unknown"
"My Dinner With Andre","Unknown","Unknown"
"My Favorite Year","Unknown","Unknown"
"Not the Nine O'Clock News","TV Show","Unknown"
"Others, The","Unknown","Unknown"
"Papillon","Unknown","Unknown"
"Reign Of Fire","Unknown","Unknown"
"Salton Sea, The","Unknown","Unknown"
"Saw","Unknown","Unknown"
"Shaft","Unknown","Unknown"
"Slayers","TV-Series","Unknown"
